Press Association ID Number,Constituency Name,Region,CODE,Electorate 15,Votes_15,Conservative_15,Green_15,Labour_15,Lib Dems_15,Other_15,Plaid_15,SNP_15,UKIP_15,Winner 15,Second Place 15,Third Place 15,Fourth Place 15,Turnout 15,Conservative Vote Share 15,Green Vote Share 15,Labour Vote Share 15,Lib Dems Vote Share 15,Other Vote Share 15,Plaid Vote Share 15,SNP Vote Share 15,UKIP Vote Share 15,Conservative Vote Share Change 15,Green Vote Share Change 15,Labour Vote Share Change 15,Lib Dems Vote Share Change 15,Other Vote Share Change 15,Plaid Vote Share Change 15,SNP Vote Share Change 15,UKIP Vote Share Change 15
394,Middlesbrough,North East,E14000819,61873,32706,5388,1407,18584,1220,0,,,6107,Labour,UKIP,Conservative,Green,52.9,16.5,4.3,56.8,3.7,0.0,0.0,0.0,18.7,-2.3,+4.3,+10.9,-16.2,-11.7,0.0,0.0,+15.0
395,Middlesbrough South & Cleveland East,North East,E14000820,71154,45677,16925,1060,19193,1564,0,,,6935,Labour,Conservative,UKIP,Lib Dems,64.2,37.1,2.3,42.0,3.4,0.0,0.0,0.0,15.2,+1.4,+2.3,+2.8,-12.5,-5.2,0.0,0.0,+11.1
396,Midlothian,Scotland,S14000045,67875,48331,5760,1219,14594,1132,0,,24453,1173,SNP,Labour,Conservative,Green,71.2,11.9,2.5,30.2,2.3,0.0,0.0,50.6,2.4,+0.0,+1.0,-16.8,-14.8,-0.9,0.0,+30.0,+1.5
397,Milton Keynes North,South East,E14000821,86826,57692,27244,2255,17491,3575,275,,,6852,Conservative,Labour,UKIP,Lib Dems,66.4,47.2,3.9,30.3,6.2,0.5,0.0,0.0,11.9,+3.8,+2.5,+3.5,-15.9,-2.5,0.0,0.0,+8.6
398,Milton Keynes South,South East,E14000822,89656,58949,27601,1936,18929,2309,371,,,7803,Conservative,Labour,UKIP,Lib Dems,65.8,46.8,3.3,32.1,3.9,0.6,0.0,0.0,13.2,+5.2,+1.9,-0.1,-13.8,-2.7,0.0,0.0,+9.5
399,Mitcham & Morden,London,E14000823,68474,45142,10458,1422,27380,1378,217,,,4287,Labour,Conservative,UKIP,Green,65.9,23.2,3.2,60.7,3.1,0.5,0.0,0.0,9.5,-2.1,+2.3,+4.2,-8.8,-3.1,0.0,0.0,+7.5
400,Mole Valley,South East,E14000824,74038,55140,33434,2979,4565,7981,0,,,6181,Conservative,Lib Dems,UKIP,Labour,74.5,60.6,5.4,8.3,14.5,0.0,0.0,0.0,11.2,+3.1,+3.8,+1.3,-14.3,0.0,0.0,0.0,+6.1
401,Monmouth,Wales,W07000054,62248,47462,23701,1629,12719,2496,100,1875,,4942,Conservative,Labour,UKIP,Lib Dems,76.2,49.9,3.4,26.8,5.3,0.2,4.0,0.0,10.4,+1.6,+2.2,+0.9,-14.1,+0.2,+1.2,0.0,+8.0
402,Montgomeryshire,Wales,W07000063,48690,33757,15204,1260,1900,9879,0,1745,,3769,Conservative,Lib Dems,UKIP,Labour,69.3,45.0,3.7,5.6,29.3,0.0,5.2,0.0,11.2,+3.7,+3.7,-1.5,-8.6,-2.1,-3.1,0.0,+7.8
403,Moray,Scotland,S14000046,71685,49280,15319,1345,4898,1395,0,,24384,1939,SNP,Conservative,Labour,UKIP,68.7,31.1,2.7,9.9,2.8,0.0,0.0,49.5,3.9,+5.0,+2.7,-7.1,-11.7,0.0,0.0,+9.8,+1.3
404,Morecambe & Lunesdale,North West,E14000825,66985,43242,19691,1395,15101,1612,85,,,5358,Conservative,Labour,UKIP,Lib Dems,64.6,45.5,3.2,34.9,3.7,0.2,0.0,0.0,12.4,+4.0,+1.8,-4.6,-9.6,+0.2,0.0,0.0,+8.1
405,Morley & Outwood,Yorkshire and The Humber,E14000826,75820,48250,18776,1264,18354,1426,0,,,7951,Conservative,Labour,UKIP,Lib Dems,63.6,38.9,2.6,38.0,3.0,0.0,0.0,0.0,16.5,+3.6,+2.6,+0.4,-13.8,-7.2,0.0,0.0,+13.4
406,Motherwell & Wishaw,Scotland,S14000047,70283,48237,3695,,15377,601,0,,27275,1289,SNP,Labour,Conservative,UKIP,68.6,7.7,0.0,31.9,1.2,0.0,0.0,56.5,2.7,-1.7,0.0,-29.2,-8.6,-1.6,0.0,+38.4,+2.7
407,Na H-Eileanan An Iar,Scotland,S14000027,21769,15938,1215,,4560,456,1045,,8662,,SNP,Labour,Conservative,Other,73.2,7.6,0.0,28.6,2.9,6.6,0.0,54.3,0.0,+3.2,0.0,-4.3,-4.6,-3.0,0.0,+8.7,0.0
408,Neath,Wales,W07000069,56097,37135,5691,1185,16270,1173,0,6722,,6094,Labour,Plaid,UKIP,Conservative,66.2,15.3,3.2,43.8,3.2,0.0,18.1,0.0,16.4,+2.3,+3.2,-2.4,-11.8,-3.6,-1.8,0.0,+14.2
409,New Forest East,South East,E14000827,72697,49447,27819,2327,6018,4626,0,,,8657,Conservative,UKIP,Labour,Lib Dems,68.0,56.3,4.7,12.2,9.4,0.0,0.0,0.0,17.5,+3.4,+2.7,+2.3,-20.9,0.0,0.0,0.0,+12.5
410,New Forest West,South East,E14000828,68446,47410,28420,2748,5133,3293,0,,,7816,Conservative,UKIP,Labour,Lib Dems,69.3,59.9,5.8,10.8,6.9,0.0,0.0,0.0,16.5,+1.1,+3.6,+1.0,-16.4,0.0,0.0,0.0,+10.6
411,Newark,East Midlands,E14000829,73747,52302,29834,1792,11360,2385,637,,,6294,Conservative,Labour,UKIP,Lib Dems,70.9,57.0,3.4,21.7,4.6,1.2,0.0,0.0,12.0,+3.2,+3.4,-0.6,-15.4,+1.2,0.0,0.0,+8.2
412,Newbury,South East,E14000830,79512,57300,34973,2324,4837,8605,366,,,6195,Conservative,Lib Dems,UKIP,Labour,72.1,61.0,4.1,8.4,15.0,0.6,0.0,0.0,10.8,+4.6,+3.2,+4.2,-20.5,+0.2,0.0,0.0,+8.3
413,Newcastle-Under-Lyme,West Midlands,E14000834,67619,42997,15870,1246,16520,1826,283,,,7252,Labour,Conservative,UKIP,Lib Dems,63.6,36.9,2.9,38.4,4.2,0.7,0.0,0.0,16.9,+2.5,+2.9,+0.5,-15.4,+0.7,0.0,0.0,+8.8
414,Newcastle Upon Tyne Central,North East,E14000831,58147,35085,6628,1724,19301,2218,0,,,5214,Labour,Conservative,UKIP,Lib Dems,60.3,18.9,4.9,55.0,6.3,0.0,0.0,0.0,14.9,-0.5,+3.3,+9.1,-17.8,-6.7,0.0,0.0,+12.7
415,Newcastle Upon Tyne East,North East,E14000832,64243,39222,6884,3426,19378,4332,292,,,4910,Labour,Conservative,UKIP,Lib Dems,61.1,17.6,8.7,49.4,11.0,0.7,0.0,0.0,12.5,+1.5,+7.1,+4.4,-22.2,-3.3,0.0,0.0,+12.5
416,Newcastle Upon Tyne North,North East,E14000833,67902,44891,10536,1515,20689,4366,338,,,7447,Labour,Conservative,UKIP,Lib Dems,66.1,23.5,3.4,46.1,9.7,0.8,0.0,0.0,16.6,+5.3,+2.6,+5.2,-23.4,-3.5,0.0,0.0,+13.7
417,Newport East,Wales,W07000055,56015,35108,9585,887,14290,2251,398,1231,,6466,Labour,Conservative,UKIP,Lib Dems,62.7,27.3,2.5,40.7,6.4,1.1,3.5,0.0,18.4,+4.3,+2.5,+3.7,-25.8,-2.6,+1.4,0.0,+16.5
418,Newport West,Wales,W07000056,62137,40347,13123,1272,16633,1581,0,1604,,6134,Labour,Conservative,UKIP,Plaid,64.9,32.5,3.2,41.2,3.9,0.0,4.0,0.0,15.2,+0.2,+2.0,-0.0,-12.7,-3.0,+1.2,0.0,+12.3
419,Newry & Armagh,Northern Ireland,N06000011,77633,49877,210,,0,,33355,,,,Other,Conservative,Labour,#NUM!,64.2,0.4,0.0,0.0,0.0,66.9,0.0,0.0,0.0,+0.4,0.0,0.0,0.0,-33.1,0.0,0.0,0.0
420,Newton Abbot,South West,E14000835,69928,48253,22794,2216,4736,11560,221,,,6726,Conservative,Lib Dems,UKIP,Labour,69.0,47.2,4.6,9.8,24.0,0.5,0.0,0.0,13.9,+4.2,+3.1,+2.8,-18.0,+0.3,0.0,0.0,+7.5
421,Norfolk Mid,East,E14000816,77154,52212,27206,2191,9585,3300,0,,,9930,Conservative,UKIP,Labour,Lib Dems,67.7,52.1,4.2,18.4,6.3,0.0,0.0,0.0,19.0,+2.6,+1.3,+0.9,-15.9,-2.5,0.0,0.0,+13.5
422,Norfolk North,East,E14000848,68867,49414,15256,1488,5043,19299,0,,,8328,Lib Dems,Conservative,UKIP,Labour,71.8,30.9,3.0,10.2,39.1,0.0,0.0,0.0,16.9,-1.2,+2.0,+4.4,-16.4,-0.2,0.0,0.0,+11.5
423,Norfolk North West,East,E14000859,74402,47371,24727,1780,10779,1673,0,,,8412,Conservative,Labour,UKIP,Green,63.7,52.2,3.8,22.8,3.5,0.0,0.0,0.0,17.8,-2.0,+2.2,+9.5,-19.7,-3.8,0.0,0.0,+13.9
424,Norfolk South,East,E14000941,80721,57123,30995,3090,10502,4689,0,,,7847,Conservative,Labour,UKIP,Lib Dems,70.8,54.3,5.4,18.4,8.2,0.0,0.0,0.0,13.7,+4.9,+3.6,+5.2,-21.2,-2.0,0.0,0.0,+9.5
425,Norfolk South West,East,E14000952,76970,50110,25515,2075,8649,2217,0,,,11654,Conservative,UKIP,Labour,Lib Dems,65.1,50.9,4.1,17.3,4.4,0.0,0.0,0.0,23.3,+2.6,+2.5,-1.3,-17.2,-3.6,0.0,0.0,+17.0
426,"Normanton, Pontefract & Castleford",Yorkshire and The Humber,E14000836,82592,45897,9569,,25213,1330,0,,,9785,Labour,UKIP,Conservative,Lib Dems,55.6,20.8,0.0,54.9,2.9,0.0,0.0,0.0,21.3,-3.6,0.0,+6.7,-13.5,-10.9,0.0,0.0,+21.3
427,Northampton North,East Midlands,E14000861,59144,39411,16699,1503,13454,1401,0,,,6354,Conservative,Labour,UKIP,Green,66.6,42.4,3.8,34.1,3.6,0.0,0.0,0.0,16.1,+8.3,+2.7,+4.8,-24.4,-4.5,0.0,0.0,+13.0
428,Northampton South,East Midlands,E14000862,61287,38884,16163,1403,12370,1673,161,,,7114,Conservative,Labour,UKIP,Lib Dems,63.4,41.6,3.6,31.8,4.3,0.4,0.0,0.0,18.3,+0.7,+2.7,+6.4,-15.1,-8.1,0.0,0.0,+13.4
429,Northamptonshire South,East Midlands,E14000942,85781,60862,36607,2247,10191,3613,0,,,8204,Conservative,Labour,UKIP,Lib Dems,71.0,60.1,3.7,16.7,5.9,0.0,0.0,0.0,13.5,+4.9,+2.5,-0.6,-15.1,-1.2,0.0,0.0,+9.5
430,Norwich North,East,E14000863,64515,43592,19052,1939,14589,1894,132,,,5986,Conservative,Labour,UKIP,Green,67.6,43.7,4.4,33.5,4.3,0.3,0.0,0.0,13.7,+3.1,+1.5,+2.0,-13.9,-2.1,0.0,0.0,+9.3
431,Norwich South,East,E14000864,74875,48463,11379,6749,19033,6607,156,,,4539,Labour,Conservative,Green,Lib Dems,64.7,23.5,13.9,39.3,13.6,0.3,0.0,0.0,9.4,+0.6,-1.0,+10.6,-15.7,-1.4,0.0,0.0,+7.0
432,Nottingham East,East Midlands,E14000865,60464,35209,7314,3473,19208,1475,238,,,3501,Labour,Conservative,UKIP,Green,58.2,20.8,9.9,54.6,4.2,0.7,0.0,0.0,9.9,-2.9,+7.1,+9.2,-20.1,+0.3,0.0,0.0,+6.5
433,Nottingham North,East Midlands,E14000866,65918,35343,7423,1088,19283,847,160,,,6542,Labour,Conservative,UKIP,Green,53.6,21.0,3.1,54.6,2.4,0.5,0.0,0.0,18.5,-3.8,+3.1,+6.0,-14.7,-5.2,0.0,0.0,+14.6
434,Nottingham South,East Midlands,E14000867,68987,43465,13761,2345,20697,1532,230,,,4900,Labour,Conservative,UKIP,Green,63.0,31.7,5.4,47.6,3.5,0.5,0.0,0.0,11.3,-1.3,+3.9,+10.3,-19.5,-2.3,0.0,0.0,+8.9
435,Nuneaton,West Midlands,E14000868,68037,45749,20827,1281,15945,816,298,,,6582,Conservative,Labour,UKIP,Green,67.2,45.5,2.8,34.9,1.8,0.7,0.0,0.0,14.4,+4.0,+2.8,-2.0,-13.6,-5.6,0.0,0.0,+14.4
436,Ochil & Perthshire South,Scotland,S14000050,77370,57871,11987,,16452,1481,0,,26620,1331,SNP,Labour,Conservative,Lib Dems,74.8,20.7,0.0,28.4,2.6,0.0,0.0,46.0,2.3,+0.2,-1.2,-9.5,-8.8,0.0,0.0,+18.4,+0.9
437,Ogmore,Wales,W07000074,55572,35250,5620,754,18663,1072,165,3556,,5420,Labour,Conservative,UKIP,Plaid,63.4,15.9,2.1,52.9,3.0,0.5,10.1,0.0,15.4,+0.4,+2.1,-0.9,-12.1,-3.1,+0.5,0.0,+13.1
438,Old Bexley & Sidcup,London,E14000869,66035,46748,24682,1336,8879,1644,1679,,,8528,Conservative,Labour,UKIP,Other,70.8,52.8,2.9,19.0,3.5,3.6,0.0,0.0,18.2,-1.3,+2.0,-0.3,-11.9,-3.4,0.0,0.0,+14.9
439,Oldham East & Saddleworth,North West,E14000870,71475,44483,11527,1152,17529,5718,0,,,8557,Labour,Conservative,UKIP,Lib Dems,62.2,25.9,2.6,39.4,12.9,0.0,0.0,0.0,19.2,-0.5,+2.6,+7.5,-18.8,-6.2,0.0,0.0,+15.4
440,Oldham West & Royton,North West,E14000871,71652,43137,8187,839,23630,1589,0,,,8892,Labour,UKIP,Conservative,Lib Dems,60.2,19.0,1.9,54.8,3.7,0.0,0.0,0.0,20.6,-4.7,+1.9,+9.3,-15.4,-8.6,0.0,0.0,+17.4
441,Orkney & Shetland,Scotland,S14000051,34552,22728,2025,,1624,9407,0,,8590,1082,Lib Dems,SNP,Conservative,Labour,65.8,8.9,0.0,7.1,41.4,0.0,0.0,37.8,4.8,-1.6,0.0,-3.5,-20.6,0.0,0.0,+27.2,-1.6
442,Orpington,London,E14000872,68129,49032,28152,1732,7645,3330,0,,,8173,Conservative,UKIP,Labour,Lib Dems,72.0,57.4,3.5,15.6,6.8,0.0,0.0,0.0,16.7,-2.3,+2.5,+6.6,-17.7,-2.9,0.0,0.0,+13.9
443,Oxford East,South East,E14000873,78978,50689,10076,5890,25356,5453,463,,,3451,Labour,Conservative,Green,Lib Dems,64.2,19.9,11.6,50.0,10.8,0.9,0.0,0.0,6.8,+1.0,+9.2,+7.5,-22.8,+0.5,0.0,0.0,+4.5
444,Oxford West & Abingdon,South East,E14000874,76174,57247,26153,2497,7274,16571,789,,,3963,Conservative,Lib Dems,Labour,UKIP,75.2,45.7,4.4,12.7,28.9,1.4,0.0,0.0,6.9,+3.4,+2.3,+2.1,-13.1,+1.1,0.0,0.0,+4.2
445,Paisley & Renfrewshire North,Scotland,S14000052,66206,50462,6183,703,16525,1055,395,,25601,,SNP,Labour,Conservative,Lib Dems,76.2,12.3,1.4,32.7,2.1,0.8,0.0,50.7,0.0,-2.3,+1.4,-21.3,-8.4,-1.0,0.0,+31.7,0.0
446,Paisley & Renfrewshire South,Scotland,S14000053,61281,46226,3526,,17864,1010,278,,23548,,SNP,Labour,Conservative,Lib Dems,75.4,7.6,0.0,38.6,2.2,0.6,0.0,50.9,0.0,-2.3,0.0,-21.0,-7.3,-2.2,0.0,+32.9,0.0
447,Pendle,North West,E14000875,64573,44448,20978,1043,15525,1487,0,,,5415,Conservative,Labour,UKIP,Lib Dems,68.8,47.2,2.3,34.9,3.3,0.0,0.0,0.0,12.2,+8.3,+2.3,+4.0,-16.8,-6.7,0.0,0.0,+8.9
448,Penistone & Stocksbridge,Yorkshire and The Humber,E14000876,70817,46854,12968,,19691,2957,500,,,10738,Labour,Conservative,UKIP,Lib Dems,66.2,27.7,0.0,42.0,6.3,1.1,0.0,0.0,22.9,-3.5,0.0,+4.3,-14.8,-4.7,0.0,0.0,+18.8
449,Penrith & The Border,North West,E14000877,65209,43921,26202,2313,6308,3745,0,,,5353,Conservative,Labour,UKIP,Lib Dems,67.4,59.7,5.3,14.4,8.5,0.0,0.0,0.0,12.2,+6.3,+5.3,+1.4,-19.9,-2.4,0.0,0.0,+9.4
450,Perth & Perthshire North,Scotland,S14000054,72459,54200,17738,1146,4413,2059,355,,27379,1110,SNP,Conservative,Labour,Lib Dems,74.8,32.7,2.1,8.1,3.8,0.7,0.0,50.5,2.0,+2.2,+2.1,-8.3,-8.5,-0.5,0.0,+10.9,+2.0
451,Peterborough,East,E14000878,72530,47075,18684,1218,16759,1774,1155,,,7485,Conservative,Labour,UKIP,Lib Dems,64.9,39.7,2.6,35.6,3.8,2.5,0.0,0.0,15.9,-0.7,+1.4,+6.1,-15.9,-0.2,0.0,0.0,+9.2
452,Plymouth Moor View,South West,E14000879,68246,42606,16020,1023,14994,1265,152,,,9152,Conservative,Labour,UKIP,Lib Dems,62.4,37.6,2.4,35.2,3.0,0.4,0.0,0.0,21.5,+4.3,+1.4,-2.0,-13.9,-3.6,0.0,0.0,+13.8
453,Plymouth Sutton & Devonport,South West,E14000880,73274,47963,18120,3401,17597,2008,106,,,6731,Conservative,Labour,UKIP,Green,65.5,37.8,7.1,36.7,4.2,0.2,0.0,0.0,14.0,+3.5,+5.0,+5.0,-20.5,-0.6,0.0,0.0,+7.5
454,Pontypridd,Wales,W07000075,58940,37882,6569,992,15554,4904,430,4348,,5085,Labour,Conservative,UKIP,Lib Dems,64.3,17.3,2.6,41.1,12.9,1.1,11.5,0.0,13.4,+1.2,+1.6,+2.3,-18.2,-1.1,+4.2,0.0,+10.1
455,Poole,South West,E14000881,72557,47393,23745,2198,6102,5572,1820,,,7956,Conservative,UKIP,Labour,Lib Dems,65.3,50.1,4.6,12.9,11.8,3.8,0.0,0.0,16.8,+2.6,+4.6,+0.1,-19.8,+1.0,0.0,0.0,+11.5
456,Poplar & Limehouse,London,E14000882,82081,51044,12962,2463,29886,2149,456,,,3128,Labour,Conservative,UKIP,Green,62.2,25.4,4.8,58.5,4.2,0.9,0.0,0.0,6.1,-1.7,+3.9,+18.6,-6.9,-18.7,0.0,0.0,+4.9
457,Portsmouth North,South East,E14000883,73105,45390,21343,1450,10806,2828,303,,,8660,Conservative,Labour,UKIP,Lib Dems,62.1,47.0,3.2,23.8,6.2,0.7,0.0,0.0,19.1,+2.7,+2.1,-3.9,-13.9,-2.0,0.0,0.0,+15.0
458,Portsmouth South,South East,E14000884,71639,41903,14585,3145,8184,9344,1050,,,5595,Conservative,Lib Dems,Labour,UKIP,58.5,34.8,7.5,19.5,22.3,2.5,0.0,0.0,13.4,+1.6,+5.8,+5.9,-23.6,-0.9,0.0,0.0,+11.2
459,Preseli Pembrokeshire,Wales,W07000065,57291,40556,16383,1452,11414,780,3729,2518,,4257,Conservative,Labour,UKIP,Other,70.8,40.4,3.6,28.1,1.9,9.2,6.2,0.0,10.5,-2.4,+3.6,-3.0,-12.6,+9.2,-3.0,0.0,+8.2
460,Preston,North West,E14000885,59981,33469,6688,1643,18755,1244,0,,,5139,Labour,Conservative,UKIP,Green,55.8,20.0,4.9,56.0,3.7,0.0,0.0,0.0,15.4,-1.7,+4.9,+7.8,-20.7,-1.2,0.0,0.0,+10.9
461,Pudsey,Yorkshire and The Humber,E14000886,70533,50927,23637,1539,19136,1926,0,,,4689,Conservative,Labour,UKIP,Lib Dems,72.2,46.4,3.0,37.6,3.8,0.0,0.0,0.0,9.2,+8.0,+3.0,+2.5,-17.0,-3.2,0.0,0.0,+6.7
462,Putney,London,E14000887,63923,42813,23018,2067,12838,2717,184,,,1989,Conservative,Labour,Lib Dems,Green,67.0,53.8,4.8,30.0,6.3,0.4,0.0,0.0,4.6,+1.7,+3.4,+2.6,-10.6,-0.7,0.0,0.0,+3.6
463,Rayleigh & Wickford,East,E14000888,77174,53220,29088,1529,6705,1622,2418,,,11858,Conservative,UKIP,Labour,Other,69.0,54.7,2.9,12.6,3.0,4.5,0.0,0.0,22.3,-3.1,+2.9,-1.9,-12.1,-3.8,0.0,0.0,+18.1
464,Reading East,South East,E14000889,73232,50494,23217,3214,16697,3719,0,,,3647,Conservative,Labour,Lib Dems,UKIP,69.0,46.0,6.4,33.1,7.4,0.0,0.0,0.0,7.2,+3.4,+4.2,+7.6,-20.0,-0.3,0.0,0.0,+5.0
465,Reading West,South East,E14000890,72567,48404,23082,1406,16432,2355,303,,,4826,Conservative,Labour,UKIP,Lib Dems,66.7,47.7,2.9,33.9,4.9,0.6,0.0,0.0,10.0,+4.5,+1.7,+3.4,-15.2,-1.2,0.0,0.0,+6.8
466,Redcar,North East,E14000891,64826,40919,6630,880,17946,7558,389,,,7516,Labour,Lib Dems,UKIP,Conservative,63.1,16.2,2.2,43.9,18.5,1.0,0.0,0.0,18.4,+2.4,+2.2,+11.1,-26.7,-2.9,0.0,0.0,+13.9
467,Redditch,West Midlands,E14000892,65531,44098,20771,960,13717,1349,168,,,7133,Conservative,Labour,UKIP,Lib Dems,67.3,47.1,2.2,31.1,3.1,0.4,0.0,0.0,16.2,+3.6,+1.3,+0.9,-14.5,-4.0,0.0,0.0,+12.8
468,Reigate,South East,E14000893,73429,51349,29151,3434,6578,5369,0,,,6817,Conservative,UKIP,Labour,Lib Dems,69.9,56.8,6.7,12.8,10.5,0.0,0.0,0.0,13.3,+3.4,+4.5,+1.5,-15.7,-2.7,0.0,0.0,+9.1
469,Renfrewshire East,Scotland,S14000021,69982,56730,12465,,19295,1069,0,,23013,888,SNP,Labour,Conservative,Lib Dems,81.1,22.0,0.0,34.0,1.9,0.0,0.0,40.6,1.6,-8.4,0.0,-16.8,-7.3,0.0,0.0,+31.7,+0.8
470,Rhondda,Wales,W07000052,51811,31538,2116,453,15976,474,0,8521,,3998,Labour,Plaid,UKIP,Conservative,60.9,6.7,1.4,50.7,1.5,0.0,27.0,0.0,12.7,+0.3,+1.4,-4.6,-9.1,-8.4,+8.9,0.0,+11.5
471,Ribble Valley,North West,E14000894,77379,52243,25404,2193,11798,2756,1842,,,8250,Conservative,Labour,UKIP,Lib Dems,67.5,48.6,4.2,22.6,5.3,3.5,0.0,0.0,15.8,-1.7,+4.2,+0.5,-15.2,+3.1,0.0,0.0,+9.1
472,Richmond (Yorks),Yorkshire and The Humber,E14000895,79062,53999,27744,2313,7124,3465,5159,,,8194,Conservative,UKIP,Labour,Other,68.3,51.4,4.3,13.2,6.4,9.6,0.0,0.0,15.2,-11.4,+1.4,-2.1,-12.7,+9.6,0.0,0.0,+15.2
473,Richmond Park,London,E14000896,77303,59101,34404,3548,7296,11389,0,,,2464,Conservative,Lib Dems,Labour,Green,76.5,58.2,6.0,12.3,19.3,0.0,0.0,0.0,4.2,+8.5,+5.0,+7.3,-23.5,-0.4,0.0,0.0,+3.0
474,Rochdale,North West,E14000897,77248,45430,7742,1382,20961,4667,2159,,,8519,Labour,UKIP,Conservative,Lib Dems,58.8,17.0,3.0,46.1,10.3,4.8,0.0,0.0,18.8,-1.0,+3.0,+9.8,-24.2,-2.0,0.0,0.0,+14.4
475,Rochester & Strood,South East,E14000898,77119,52516,23142,1516,10396,1251,202,,,16009,Conservative,UKIP,Labour,Green,68.1,44.1,2.9,19.8,2.4,0.4,0.0,0.0,30.5,-5.1,+1.4,-8.7,-13.9,-4.2,0.0,0.0,+30.5
476,Rochford & Southend East,East,E14000899,71935,43608,20241,2195,10765,1459,0,,,8948,Conservative,Labour,UKIP,Green,60.6,46.4,5.0,24.7,3.3,0.0,0.0,0.0,20.5,-0.4,+3.3,+4.4,-16.1,-5.9,0.0,0.0,+14.7
477,Romford,London,E14000900,72594,49178,25067,1222,10268,1413,0,,,11208,Conservative,UKIP,Labour,Lib Dems,67.7,51.0,2.5,20.9,2.9,0.0,0.0,0.0,22.8,-5.0,+1.5,+1.4,-9.1,-7.1,0.0,0.0,+18.4
478,Romsey & Southampton North,South East,E14000901,66519,48398,26285,2280,5749,8573,0,,,5511,Conservative,Lib Dems,Labour,UKIP,72.8,54.3,4.7,11.9,17.7,0.0,0.0,0.0,11.4,+4.6,+4.7,+5.5,-23.5,0.0,0.0,0.0,+8.8
479,"Ross, Skye & Lochaber",Scotland,S14000055,54169,41811,2598,1051,2043,14995,191,,20119,814,SNP,Lib Dems,Conservative,Labour,77.2,6.2,2.5,4.9,35.9,0.5,0.0,48.1,1.9,-6.0,+0.3,-10.2,-16.8,-0.3,0.0,+33.0,+0.1
480,Rossendale & Darwen,North West,E14000902,73779,49024,22847,1046,17193,806,270,,,6862,Conservative,Labour,UKIP,Green,66.4,46.6,2.1,35.1,1.6,0.6,0.0,0.0,14.0,+4.8,+2.1,+2.8,-16.5,-3.9,0.0,0.0,+10.6
481,Rother Valley,Yorkshire and The Humber,E14000903,74275,47019,10945,,20501,1992,377,,,13204,Labour,UKIP,Conservative,Lib Dems,63.3,23.3,0.0,43.6,4.2,0.8,0.0,0.0,28.1,-5.1,0.0,+2.7,-13.1,-6.9,0.0,0.0,+22.5
482,Rotherham,Yorkshire and The Humber,E14000904,63698,37823,4656,,19860,1093,800,,,11414,Labour,UKIP,Conservative,Lib Dems,59.4,12.3,0.0,52.5,2.9,2.1,0.0,0.0,30.2,-4.4,0.0,+7.9,-13.1,-14.6,0.0,0.0,+24.3
483,Rugby,West Midlands,E14000905,71655,49006,24040,1415,13695,2776,225,,,6855,Conservative,Labour,UKIP,Lib Dems,68.4,49.1,2.9,27.9,5.7,0.5,0.0,0.0,14.0,+5.0,+1.9,-3.4,-14.2,-2.4,0.0,0.0,+13.1
484,"Ruislip, Northwood & Pinner",London,E14000906,73216,51222,30521,1801,10297,2537,468,,,5598,Conservative,Labour,UKIP,Lib Dems,70.0,59.6,3.5,20.1,5.0,0.9,0.0,0.0,10.9,+2.1,+2.0,+0.6,-11.7,-1.3,0.0,0.0,+8.2
485,Runnymede & Weybridge,South East,E14000907,73771,50052,29901,2071,7767,3362,0,,,6951,Conservative,Labour,UKIP,Lib Dems,67.8,59.7,4.1,15.5,6.7,0.0,0.0,0.0,13.9,+3.8,+2.7,+2.1,-14.9,-1.1,0.0,0.0,+7.4
486,Rushcliffe,East Midlands,E14000908,73278,55164,28354,3559,14525,2783,0,,,5943,Conservative,Labour,UKIP,Green,75.3,51.4,6.5,26.3,5.0,0.0,0.0,0.0,10.8,+0.2,+4.1,+5.6,-16.7,0.0,0.0,0.0,+6.7
487,Rutherglen & Hamilton West,Scotland,S14000056,82830,57615,4350,,20304,1045,336,,30279,1301,SNP,Labour,Conservative,UKIP,69.6,7.6,0.0,35.2,1.8,0.6,0.0,52.6,2.3,-2.1,0.0,-25.6,-10.2,+0.6,0.0,+36.5,+0.8
488,Rutland & Melton,East Midlands,E14000909,79693,54603,30383,2325,8383,4407,427,,,8678,Conservative,UKIP,Labour,Lib Dems,68.5,55.6,4.3,15.4,8.1,0.8,0.0,0.0,15.9,+4.5,+4.3,+1.1,-17.7,-3.5,0.0,0.0,+11.3
489,Saffron Walden,East,E14000910,80615,57563,32926,2174,6791,6079,0,,,7935,Conservative,UKIP,Labour,Lib Dems,71.4,57.2,3.8,11.8,10.6,0.0,0.0,0.0,13.8,+1.7,+2.4,+2.1,-16.9,-1.9,0.0,0.0,+9.7
490,St Albans,East,E14000960,75825,54433,25392,2034,12660,10076,0,,,4271,Conservative,Labour,Lib Dems,UKIP,71.8,46.6,3.7,23.3,18.5,0.0,0.0,0.0,7.8,+5.9,+2.3,+5.7,-17.9,0.0,0.0,0.0,+4.0
491,St Austell & Newquay,South West,E14000961,76607,50361,20250,2318,5150,12077,2063,,,8503,Conservative,Lib Dems,UKIP,Labour,65.7,40.2,4.6,10.2,24.0,4.1,0.0,0.0,16.9,+0.2,+4.6,+3.1,-18.8,-2.3,0.0,0.0,+13.2
