Press Association Reference,Constituency Name,Region,CODE,Electorate 10,Votes 10,Conservative 10,Green 10,Labour 10,Lib Dems 10,Other 10,Plaid 10,SNP 10,UKIP 10,Winner 10,Second Place 10,Third Place 10,Fourth Place 10,Turnout 10,Conservative Vote Share 10,Green Vote Share 10,Labour Vote Share 10,Lib Dems Vote Share 10,Other Vote Share 10,Plaid Vote Share 10,SNP Vote Share 10,UKIP Vote Share 10
536,Stockton South,North East,E14000971,73840,50284,19577,0,19245,7600,2391,0,0,1471,Conservative,Labour,Lib Dems,Other,68.1,38.9,0.0,38.3,15.1,4.8,0.0,0.0,2.9
537,Stoke-on-Trent Central,West Midlands,E14000972,61003,32470,6833,0,12605,7039,4591,0,0,1402,Labour,Lib Dems,Conservative,Other,53.2,21.0,0.0,38.8,21.7,14.1,0.0,0.0,4.3
538,Stoke-on-Trent North,West Midlands,E14000973,72054,40196,9580,0,17815,7120,3196,0,0,2485,Labour,Conservative,Lib Dems,Other,55.8,23.8,0.0,44.3,17.7,8.0,0.0,0.0,6.2
539,Stoke-on-Trent South,West Midlands,E14000974,68032,39852,11316,0,15446,6323,5404,0,0,1363,Labour,Conservative,Lib Dems,Other,58.6,28.4,0.0,38.8,15.9,13.6,0.0,0.0,3.4
540,Stone,West Midlands,E14000975,67062,47229,23890,490,9770,10598,0,0,0,2481,Conservative,Lib Dems,Labour,UKIP,70.4,50.6,1.0,20.7,22.4,0.0,0.0,0.0,5.3
541,Stourbridge,West Midlands,E14000976,69637,47234,20153,394,14989,7733,1862,0,0,2103,Conservative,Labour,Lib Dems,UKIP,67.8,42.7,0.8,31.7,16.4,3.9,0.0,0.0,4.5
542,Strangford,Northern Ireland,N06000016,60539,32505,0,562,0,0,31943,0,0,0,Other,Green,Conservative,Conservative,53.7,0.0,1.7,0.0,0.0,98.3,0.0,0.0,0.0
543,Stratford-on-Avon,West Midlands,E14000977,69517,50542,26052,527,4809,14706,2602,0,0,1846,Conservative,Lib Dems,Labour,Other,72.7,51.5,1.0,9.5,29.1,5.1,0.0,0.0,3.7
544,Streatham,London,E14000978,74532,46837,8578,861,20037,16778,583,0,0,0,Labour,Lib Dems,Conservative,Green,62.8,18.3,1.8,42.8,35.8,1.2,0.0,0.0,0.0
545,Stretford & Urmston,North West,E14000979,70991,44910,12886,916,21821,7601,178,0,0,1508,Labour,Conservative,Lib Dems,UKIP,63.3,28.7,2.0,48.6,16.9,0.4,0.0,0.0,3.4
546,Stroud,South West,E14000980,78286,57973,23679,1542,22380,8955,116,0,0,1301,Conservative,Labour,Lib Dems,Green,74.1,40.8,2.7,38.6,15.4,0.2,0.0,0.0,2.2
547,Suffolk Central & Ipswich North,Eastern,E14000624,75786,53420,27125,1452,8636,13339,507,0,0,2361,Conservative,Lib Dems,Labour,UKIP,70.5,50.8,2.7,16.2,25.0,0.9,0.0,0.0,4.4
548,Suffolk Coastal,Eastern,E14000981,76572,54893,25475,1103,8812,16347,0,0,0,3156,Conservative,Lib Dems,Labour,UKIP,71.7,46.4,2.0,16.1,29.8,0.0,0.0,0.0,5.7
549,Suffolk South,Eastern,E14000946,72498,51416,24550,0,7368,15861,0,0,0,3637,Conservative,Lib Dems,Labour,UKIP,70.9,47.7,0.0,14.3,30.8,0.0,0.0,0.0,7.1
550,Suffolk West,Eastern,E14001034,74374,48089,24312,0,7089,11262,2341,0,0,3085,Conservative,Lib Dems,Labour,UKIP,64.7,50.6,0.0,14.7,23.4,4.9,0.0,0.0,6.4
551,Sunderland Central,North East,E14000982,74485,42463,12770,0,19495,7191,1913,0,0,1094,Labour,Conservative,Lib Dems,Other,57.0,30.1,0.0,45.9,16.9,4.5,0.0,0.0,2.6
552,Surrey East,South East,E14000681,76855,54640,31007,0,4925,14133,805,0,0,3770,Conservative,Lib Dems,Labour,UKIP,71.1,56.7,0.0,9.0,25.9,1.5,0.0,0.0,6.9
553,Surrey Heath,South East,E14000983,78107,54347,31326,0,5552,14037,0,0,0,3432,Conservative,Lib Dems,Labour,UKIP,69.6,57.6,0.0,10.2,25.8,0.0,0.0,0.0,6.3
554,Surrey South West,South East,E14000953,76501,57259,33605,690,3419,17287,772,0,0,1486,Conservative,Lib Dems,Labour,UKIP,74.8,58.7,1.2,6.0,30.2,1.3,0.0,0.0,2.6
555,Sussex Mid,South East,E14000817,77199,55855,28329,645,3689,20927,842,0,0,1423,Conservative,Lib Dems,Labour,UKIP,72.4,50.7,1.2,6.6,37.5,1.5,0.0,0.0,2.5
556,Sutton & Cheam,London,E14000984,66658,48508,20548,246,3376,22156,1232,0,0,950,Lib Dems,Conservative,Labour,Other,72.8,42.4,0.5,7.0,45.7,2.5,0.0,0.0,2.0
557,Sutton Coldfield,West Midlands,E14000985,74489,50589,27303,535,10298,9117,1749,0,0,1587,Conservative,Labour,Lib Dems,Other,67.9,54.0,1.1,20.4,18.0,3.5,0.0,0.0,3.1
558,Swansea East,Wales,W07000048,59823,32676,4823,318,16819,5981,1715,2181,0,839,Labour,Lib Dems,Conservative,Plaid,54.6,14.8,1.0,51.5,18.3,5.2,6.7,0.0,2.6
559,Swansea West,Wales,W07000047,61334,35593,7407,404,12335,11831,1463,1437,0,716,Labour,Lib Dems,Conservative,Other,58.0,20.8,1.1,34.7,33.2,4.1,4.0,0.0,2.0
560,Swindon North,South West,E14000851,78384,50295,22408,487,15348,8668,1542,0,0,1842,Conservative,Labour,Lib Dems,UKIP,64.2,44.6,1.0,30.5,17.2,3.1,0.0,0.0,3.7
561,Swindon South,South West,E14000947,72619,47119,19687,619,16143,8305,336,0,0,2029,Conservative,Labour,Lib Dems,UKIP,64.9,41.8,1.3,34.3,17.6,0.7,0.0,0.0,4.3
562,Tamworth,West Midlands,E14000986,71962,46390,21238,0,15148,7516,235,0,0,2253,Conservative,Labour,Lib Dems,UKIP,64.5,45.8,0.0,32.7,16.2,0.5,0.0,0.0,4.9
563,Tatton,North West,E14000987,66746,45231,24687,0,7803,10200,2541,0,0,0,Conservative,Lib Dems,Labour,Other,67.8,54.6,0.0,17.3,22.6,5.6,0.0,0.0,0.0
564,Taunton Deane,South West,E14000988,82507,58150,24538,0,2967,28531,0,0,0,2114,Lib Dems,Conservative,Labour,UKIP,70.5,42.2,0.0,5.1,49.1,0.0,0.0,0.0,3.6
565,Telford,West Midlands,E14000989,65061,41310,14996,0,15974,6399,1513,0,0,2428,Labour,Conservative,Lib Dems,UKIP,63.5,36.3,0.0,38.7,15.5,3.7,0.0,0.0,5.9
566,Tewkesbury,South West,E14000990,76655,53961,25472,525,6253,19162,319,0,0,2230,Conservative,Lib Dems,Labour,UKIP,70.4,47.2,1.0,11.6,35.5,0.6,0.0,0.0,4.1
567,Thanet North,South East,E14000852,68602,43343,22826,0,9298,8400,0,0,0,2819,Conservative,Labour,Lib Dems,UKIP,63.2,52.7,0.0,21.5,19.4,0.0,0.0,0.0,6.5
568,Thanet South,South East,E14000948,70045,45933,22043,0,14426,6935,0,0,0,2529,Conservative,Labour,Lib Dems,UKIP,65.6,48.0,0.0,31.4,15.1,0.0,0.0,0.0,5.5
569,Thirsk & Malton,Yorkshire and the Humber,E14000993,76416,38142,20167,0,5169,8886,1418,0,0,2502,Conservative,Lib Dems,Labour,UKIP,49.9,52.9,0.0,13.6,23.3,3.7,0.0,0.0,6.6
570,Thornbury & Yate,South West,E14000994,64092,48226,17916,0,3385,25032,184,0,0,1709,Lib Dems,Conservative,Labour,UKIP,75.2,37.2,0.0,7.0,51.9,0.4,0.0,0.0,3.5
571,Thurrock,Eastern,E14000995,77758,45821,16869,0,16777,4901,3884,0,0,3390,Conservative,Labour,Lib Dems,Other,58.9,36.8,0.0,36.6,10.7,8.5,0.0,0.0,7.4
572,Tiverton & Honiton,South West,E14000996,76808,54894,27614,802,4907,18294,0,0,0,3277,Conservative,Lib Dems,Labour,UKIP,71.5,50.3,1.5,8.9,33.3,0.0,0.0,0.0,6.0
573,Tonbridge & Malling,South East,E14000997,71790,51314,29723,764,6476,11545,895,0,0,1911,Conservative,Lib Dems,Labour,UKIP,71.5,57.9,1.5,12.6,22.5,1.7,0.0,0.0,3.7
574,Tooting,London,E14000998,73840,50655,19514,609,22038,7509,361,0,0,624,Labour,Conservative,Lib Dems,UKIP,68.6,38.5,1.2,43.5,14.8,0.7,0.0,0.0,1.2
575,Torbay,South West,E14000999,76244,49210,19048,468,3231,23126,709,0,0,2628,Lib Dems,Conservative,Labour,UKIP,64.5,38.7,1.0,6.6,47.0,1.4,0.0,0.0,5.3
576,Torfaen,Wales,W07000053,61183,37640,7541,438,16847,6264,3683,2005,0,862,Labour,Conservative,Lib Dems,Other,61.5,20.0,1.2,44.8,16.6,9.8,5.3,0.0,2.3
577,Totnes,South West,E14001001,67962,47843,21940,1181,3538,17013,1281,0,0,2890,Conservative,Lib Dems,Labour,UKIP,70.4,45.9,2.5,7.4,35.6,2.7,0.0,0.0,6.0
578,Tottenham,London,E14001002,68834,40687,6064,980,24128,7197,1852,0,0,466,Labour,Lib Dems,Conservative,Other,59.1,14.9,2.4,59.3,17.7,4.6,0.0,0.0,1.1
579,Truro & Falmouth,South West,E14001003,70598,48768,20349,858,4697,19914,1039,0,0,1911,Conservative,Lib Dems,Labour,UKIP,69.1,41.7,1.8,9.6,40.8,2.1,0.0,0.0,3.9
580,Tunbridge Wells,South East,E14001004,73855,50320,28302,914,5448,12726,876,0,0,2054,Conservative,Lib Dems,Labour,UKIP,68.1,56.2,1.8,10.8,25.3,1.7,0.0,0.0,4.1
581,Twickenham,London,E14001005,80569,59721,20343,674,4583,32483,770,0,0,868,Lib Dems,Conservative,Labour,UKIP,74.1,34.1,1.1,7.7,54.4,1.3,0.0,0.0,1.5
582,Tynemouth,North East,E14001006,75680,52668,18121,538,23860,7845,1404,0,0,900,Labour,Conservative,Lib Dems,Other,69.6,34.4,1.0,45.3,14.9,2.7,0.0,0.0,1.7
583,Tyneside North,North East,E14000853,77690,46405,8514,0,23505,10621,2459,0,0,1306,Labour,Lib Dems,Conservative,Other,59.7,18.3,0.0,50.7,22.9,5.3,0.0,0.0,2.8
584,Tyrone West,Northern Ireland,N06000018,61148,37275,0,0,0,0,37275,0,0,0,Other,Conservative,Conservative,Conservative,61.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
585,Ulster Mid,Northern Ireland,N06000010,64594,40842,0,0,0,0,40842,0,0,0,Other,Conservative,Conservative,Conservative,63.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
586,Upper Bann,Northern Ireland,N06000017,74732,41383,0,0,0,0,41383,0,0,0,Other,Conservative,Conservative,Conservative,55.4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
587,Uxbridge & Ruislip South,London,E14001007,71160,45076,21758,477,10542,8995,2070,0,0,1234,Conservative,Labour,Lib Dems,Other,63.3,48.3,1.1,23.4,20.0,4.6,0.0,0.0,2.7
588,Vale of Clwyd,Wales,W07000060,55781,35534,12508,0,15017,4472,954,2068,0,515,Labour,Conservative,Lib Dems,Plaid,63.7,35.2,0.0,42.3,12.6,2.7,5.8,0.0,1.4
589,Vale of Glamorgan,Wales,W07000078,70211,48667,20341,457,16034,7403,236,2667,0,1529,Conservative,Labour,Lib Dems,Plaid,69.3,41.8,0.9,32.9,15.2,0.5,5.5,0.0,3.1
590,Vauxhall,London,E14001008,74811,43191,9301,708,21498,10847,837,0,0,0,Labour,Lib Dems,Conservative,Other,57.7,21.5,1.6,49.8,25.1,1.9,0.0,0.0,0.0
591,Wakefield,Yorkshire and the Humber,E14001009,70812,44444,15841,873,17454,7256,3020,0,0,0,Labour,Conservative,Lib Dems,Other,62.8,35.6,2.0,39.3,16.3,6.8,0.0,0.0,0.0
592,Wallasey,North West,E14001010,65915,41654,13071,0,21578,5693,107,0,0,1205,Labour,Conservative,Lib Dems,UKIP,63.2,31.4,0.0,51.8,13.7,0.3,0.0,0.0,2.9
593,Walsall North,West Midlands,E14001011,64034,36187,12395,0,13385,4754,3916,0,0,1737,Labour,Conservative,Lib Dems,Other,56.5,34.3,0.0,37.0,13.1,10.8,0.0,0.0,4.8
594,Walsall South,West Midlands,E14001012,64387,40882,14456,0,16211,5880,886,0,0,3449,Labour,Conservative,Lib Dems,UKIP,63.5,35.4,0.0,39.7,14.4,2.2,0.0,0.0,8.4
595,Walthamstow,London,E14001013,64625,40994,5734,767,21252,11774,644,0,0,823,Labour,Lib Dems,Conservative,UKIP,63.4,14.0,1.9,51.8,28.7,1.6,0.0,0.0,2.0
596,Wansbeck,North East,E14001014,61782,38273,6714,601,17548,10517,1919,0,0,974,Labour,Lib Dems,Conservative,Other,61.9,17.5,1.6,45.8,27.5,5.0,0.0,0.0,2.5
597,Wantage,South East,E14001015,80456,56341,29284,1044,7855,15737,0,0,0,2421,Conservative,Lib Dems,Labour,UKIP,70.0,52.0,1.9,13.9,27.9,0.0,0.0,0.0,4.3
598,Warley,West Midlands,E14001016,62751,38270,9484,0,20240,5929,0,0,0,2617,Labour,Conservative,Lib Dems,UKIP,61.0,24.8,0.0,52.9,15.5,0.0,0.0,0.0,6.8
599,Warrington North,North West,E14001017,70473,44211,13364,0,20135,9196,1516,0,0,0,Labour,Conservative,Lib Dems,Other,62.7,30.2,0.0,45.5,20.8,3.4,0.0,0.0,0.0
600,Warrington South,North West,E14001018,79182,54874,19641,427,18088,15094,0,0,0,1624,Conservative,Labour,Lib Dems,UKIP,69.3,35.8,0.8,33.0,27.5,0.0,0.0,0.0,3.0
601,Warwick & Leamington,West Midlands,E14001019,67800,49032,20876,693,17363,8977,197,0,0,926,Conservative,Labour,Lib Dems,UKIP,72.3,42.6,1.4,35.4,18.3,0.4,0.0,0.0,1.9
602,Warwickshire North,West Midlands,E14000854,70138,47265,18993,0,18939,5481,2517,0,0,1335,Conservative,Labour,Lib Dems,Other,67.4,40.2,0.0,40.1,11.6,5.3,0.0,0.0,2.8
603,Washington & Sunderland West,North East,E14001020,68910,37334,8157,0,19615,6382,1913,0,0,1267,Labour,Conservative,Lib Dems,Other,54.2,21.8,0.0,52.5,17.1,5.1,0.0,0.0,3.4
604,Watford,Eastern,E14001021,80798,55208,19291,885,14750,17866,1217,0,0,1199,Conservative,Lib Dems,Labour,Other,68.3,34.9,1.6,26.7,32.4,2.2,0.0,0.0,2.2
605,Waveney,Eastern,E14001022,78532,51141,20571,1167,19802,6811,106,0,0,2684,Conservative,Labour,Lib Dems,UKIP,65.1,40.2,2.3,38.7,13.3,0.2,0.0,0.0,5.2
606,Wealden,South East,E14001023,76537,54969,31090,1383,5266,13911,0,0,0,3319,Conservative,Lib Dems,Labour,UKIP,71.8,56.6,2.5,9.6,25.3,0.0,0.0,0.0,6.0
607,Weaver Vale,North West,E14001024,67269,43990,16953,338,15962,8196,1523,0,0,1018,Conservative,Labour,Lib Dems,Other,65.4,38.5,0.8,36.3,18.6,3.5,0.0,0.0,2.3
608,Wellingborough,East Midlands,E14001025,76846,51661,24918,480,13131,8848,2648,0,0,1636,Conservative,Labour,Lib Dems,Other,67.2,48.2,0.9,25.4,17.1,5.1,0.0,0.0,3.2
609,Wells,South West,E14001026,79432,55864,23760,631,4198,24560,1004,0,0,1711,Lib Dems,Conservative,Labour,UKIP,70.3,42.5,1.1,7.5,44.0,1.8,0.0,0.0,3.1
610,Welwyn Hatfield,Eastern,E14001027,72058,48972,27894,796,10471,8010,158,0,0,1643,Conservative,Labour,Lib Dems,UKIP,68.0,57.0,1.6,21.4,16.4,0.3,0.0,0.0,3.4
611,Wentworth & Dearne,Yorkshire and the Humber,E14001028,72586,42106,7396,0,21316,6787,3189,0,0,3418,Labour,Conservative,Lib Dems,UKIP,58.0,17.6,0.0,50.6,16.1,7.6,0.0,0.0,8.1
612,West Bromwich East,West Midlands,E14001029,62668,37950,10961,0,17657,4993,3355,0,0,984,Labour,Conservative,Lib Dems,Other,60.6,28.9,0.0,46.5,13.2,8.8,0.0,0.0,2.6
613,West Bromwich West,West Midlands,E14001030,64859,36171,10612,0,16263,4336,3394,0,0,1566,Labour,Conservative,Lib Dems,Other,55.8,29.3,0.0,45.0,12.0,9.4,0.0,0.0,4.3
614,West Ham,London,E14001032,85313,46951,6888,645,29422,5392,3838,0,0,766,Labour,Conservative,Lib Dems,Other,55.0,14.7,1.4,62.7,11.5,8.2,0.0,0.0,1.6
615,Westminster North,London,E14001036,66739,39598,15251,478,17377,5513,664,0,0,315,Labour,Conservative,Lib Dems,Other,59.3,38.5,1.2,43.9,13.9,1.7,0.0,0.0,0.8
616,Westmorland & Lonsdale,North West,E14001037,66988,51487,18632,0,1158,30896,0,0,0,801,Lib Dems,Conservative,Labour,UKIP,76.9,36.2,0.0,2.2,60.0,0.0,0.0,0.0,1.6
617,Weston-Super-Mare,South West,E14001038,78487,52716,23356,0,5772,20665,1517,0,0,1406,Conservative,Lib Dems,Labour,Other,67.2,44.3,0.0,10.9,39.2,2.9,0.0,0.0,2.7
618,Wigan,North West,E14001039,75407,44140,10917,0,21404,6797,2506,0,0,2516,Labour,Conservative,Lib Dems,UKIP,58.5,24.7,0.0,48.5,15.4,5.7,0.0,0.0,5.7
619,Wiltshire North,South West,E14000860,66315,48699,25114,599,3239,17631,208,0,0,1908,Conservative,Lib Dems,Labour,UKIP,73.4,51.6,1.2,6.7,36.2,0.4,0.0,0.0,3.9
620,Wiltshire South West,South West,E14000954,71647,49018,25321,0,5613,14954,446,0,0,2684,Conservative,Lib Dems,Labour,UKIP,68.4,51.7,0.0,11.5,30.5,0.9,0.0,0.0,5.5
621,Wimbledon,London,E14001040,65723,47395,23257,590,10550,11849,235,0,0,914,Conservative,Lib Dems,Labour,UKIP,72.1,49.1,1.2,22.3,25.0,0.5,0.0,0.0,1.9
622,Winchester,South East,E14001041,73805,55955,27155,0,3051,24107,503,0,0,1139,Conservative,Lib Dems,Labour,UKIP,75.8,48.5,0.0,5.5,43.1,0.9,0.0,0.0,2.0
623,Windsor,South East,E14001042,69511,49588,30172,628,4910,11118,1148,0,0,1612,Conservative,Lib Dems,Labour,UKIP,71.3,60.8,1.3,9.9,22.4,2.3,0.0,0.0,3.3
624,Wirral South,North West,E14001043,56099,39906,15745,0,16276,6611,0,0,0,1274,Labour,Conservative,Lib Dems,UKIP,71.1,39.5,0.0,40.8,16.6,0.0,0.0,0.0,3.2
625,Wirral West,North West,E14001044,55050,39372,16726,0,14290,6630,827,0,0,899,Conservative,Labour,Lib Dems,UKIP,71.5,42.5,0.0,36.3,16.8,2.1,0.0,0.0,2.3
626,Witham,Eastern,E14001045,66969,46835,24448,1419,8656,9252,0,0,0,3060,Conservative,Lib Dems,Labour,UKIP,69.9,52.2,3.0,18.5,19.8,0.0,0.0,0.0,6.5
627,Witney,South East,E14001046,78766,57769,33973,2385,7511,11233,666,0,0,2001,Conservative,Lib Dems,Labour,Green,73.3,58.8,4.1,13.0,19.4,1.2,0.0,0.0,3.5
628,Woking,South East,E14001047,73837,52786,26551,0,4246,19744,248,0,0,1997,Conservative,Lib Dems,Labour,UKIP,71.5,50.3,0.0,8.0,37.4,0.5,0.0,0.0,3.8
629,Wokingham,South East,E14001048,76386,54528,28754,567,5516,15262,2765,0,0,1664,Conservative,Lib Dems,Labour,Other,71.4,52.7,1.0,10.1,28.0,5.1,0.0,0.0,3.1
630,Wolverhampton North East,West Midlands,E14001049,58931,34894,11964,0,14448,4711,2633,0,0,1138,Labour,Conservative,Lib Dems,Other,59.2,34.3,0.0,41.4,13.5,7.5,0.0,0.0,3.3
631,Wolverhampton South East,West Midlands,E14001050,59884,34707,9912,0,16505,5277,338,0,0,2675,Labour,Conservative,Lib Dems,UKIP,58.0,28.6,0.0,47.6,15.2,1.0,0.0,0.0,7.7
632,Wolverhampton South West,West Midlands,E14001051,58845,40160,16344,0,15653,6430,246,0,0,1487,Conservative,Labour,Lib Dems,UKIP,68.2,40.7,0.0,39.0,16.0,0.6,0.0,0.0,3.7
633,Worcester,West Midlands,E14001052,72835,48974,19358,735,16376,9525,1620,0,0,1360,Conservative,Labour,Lib Dems,Other,67.2,39.5,1.5,33.4,19.4,3.3,0.0,0.0,2.8
634,Worcestershire Mid,West Midlands,E14000818,72145,50931,27770,593,7613,11906,0,0,0,3049,Conservative,Lib Dems,Labour,UKIP,70.6,54.5,1.2,14.9,23.4,0.0,0.0,0.0,6.0
635,Worcestershire West,West Midlands,E14001035,72807,54093,27213,641,3661,20459,0,0,0,2119,Conservative,Lib Dems,Labour,UKIP,74.3,50.3,1.2,6.8,37.8,0.0,0.0,0.0,3.9
636,Workington,North West,E14001053,59607,39259,13290,0,17865,5318,1910,0,0,876,Labour,Conservative,Lib Dems,Other,65.9,33.9,0.0,45.5,13.5,4.9,0.0,0.0,2.2
637,Worsley & Eccles South,North West,E14001054,72473,41701,13555,0,17892,6883,1334,0,0,2037,Labour,Conservative,Lib Dems,UKIP,57.5,32.5,0.0,42.9,16.5,3.2,0.0,0.0,4.9
638,Worthing East & Shoreham,South East,E14000682,74001,48397,23458,1126,8087,12353,389,0,0,2984,Conservative,Lib Dems,Labour,UKIP,65.4,48.5,2.3,16.7,25.5,0.8,0.0,0.0,6.2
639,Worthing West,South East,E14001055,75945,49123,25416,996,5800,13687,300,0,0,2924,Conservative,Lib Dems,Labour,UKIP,64.7,51.7,2.0,11.8,27.9,0.6,0.0,0.0,6.0
640,"Wrekin, The",West Midlands,E14000992,65544,45968,21922,0,12472,8019,1505,0,0,2050,Conservative,Labour,Lib Dems,UKIP,70.1,47.7,0.0,27.1,17.4,3.3,0.0,0.0,4.5
641,Wrexham,Wales,W07000044,50872,32976,8375,0,12161,8503,1134,2029,0,774,Labour,Lib Dems,Conservative,Plaid,64.8,25.4,0.0,36.9,25.8,3.4,6.2,0.0,2.3
642,Wycombe,South East,E14001056,74175,48151,23423,0,8326,13863,416,0,0,2123,Conservative,Lib Dems,Labour,UKIP,64.9,48.6,0.0,17.3,28.8,0.9,0.0,0.0,4.4
643,Wyre & Preston North,North West,E14001057,70201,51308,26877,0,10932,11033,0,0,0,2466,Conservative,Lib Dems,Labour,UKIP,73.1,52.4,0.0,21.3,21.5,0.0,0.0,0.0,4.8
644,Wyre Forest,West Midlands,E14001058,76713,50899,18793,0,7298,6040,17270,0,0,1498,Conservative,Other,Labour,Lib Dems,66.3,36.9,0.0,14.3,11.9,33.9,0.0,0.0,2.9
645,Wythenshawe & Sale East,North West,E14001059,79923,40751,10412,0,17987,9107,1840,0,0,1405,Labour,Conservative,Lib Dems,Other,51.0,25.6,0.0,44.1,22.3,4.5,0.0,0.0,3.4
646,Yeovil,South West,E14001060,82314,57160,18807,0,2991,31843,1162,0,0,2357,Lib Dems,Conservative,Labour,UKIP,69.4,32.9,0.0,5.2,55.7,2.0,0.0,0.0,4.1
647,Ynys Mon,Wales,W07000041,50075,34444,7744,0,11490,2592,2388,9029,0,1201,Labour,Plaid,Conservative,Lib Dems,68.8,22.5,0.0,33.4,7.5,6.9,26.2,0.0,3.5
648,York Central,Yorkshire and the Humber,E14001061,76439,46483,12122,1669,18573,11694,1325,0,0,1100,Labour,Conservative,Lib Dems,Green,60.8,26.1,3.6,40.0,25.2,2.9,0.0,0.0,2.4
649,York Outer,Yorkshire and the Humber,E14001062,75939,53300,22912,0,9108,19224,956,0,0,1100,Conservative,Lib Dems,Labour,UKIP,70.2,43.0,0.0,17.1,36.1,1.8,0.0,0.0,2.1
650,Yorkshire East,Yorkshire and the Humber,E14000683,80105,51254,24328,762,10401,10842,2779,0,0,2142,Conservative,Lib Dems,Labour,Other,64.0,47.5,1.5,20.3,21.2,5.4,0.0,0.0,4.2
